5.175857162475585938e+01,-1.421608543395996094e+01
3.796953582763671875e+01,-4.558422088623046875e+01
5.911553573608398438e+01,-1.607929039001464844e+01
2.822890853881835938e+01,-8.562845230102539062e+00
3.726537322998046875e+01,-4.067926788330078125e+01
3.295417785644531250e+01,-4.232535171508789062e+01
3.739887619018554688e+01,-4.088686752319335938e+01
5.251517486572265625e+01,-3.135084342956542969e+01
3.333998870849609375e+01,-3.896898269653320312e+01
3.598505020141601562e+01,-3.896511459350585938e+01
5.136769104003906250e+01,-9.900363922119140625e+00
2.966457748413085938e+01,-3.755442810058593750e+01
2.825169754028320312e+01,-8.535192489624023438e+00
4.889080810546875000e+01,-2.982519149780273438e+01
3.883581924438476562e+01,-3.890200042724609375e+01
5.567343521118164062e+01,-3.134324455261230469e+01
3.415713119506835938e+01,-1.426316261291503906e+01
3.952449035644531250e+01,-2.948444366455078125e+01
3.511658096313476562e+01,-1.563708114624023438e+01
5.923189926147460938e+01,-2.074973106384277344e+01
3.513607406616210938e+01,-3.516596221923828125e+01
4.560719680786132812e+01,-2.136559295654296875e+01
5.012390136718750000e+01,-3.236956405639648438e+01
5.293885040283203125e+01,-1.904714775085449219e+01
3.488331604003906250e+01,-1.567675209045410156e+01
3.830312347412109375e+01,-4.717230224609375000e+01
5.743053054809570312e+01,-1.587539482116699219e+01
3.772990417480468750e+01,-4.211059951782226562e+01
7.008596801757812500e+01,-1.669277763366699219e+01
3.973060226440429688e+01,-3.754604721069335938e+01
4.045349502563476562e+01,-3.931419372558593750e+01
4.958039855957031250e+01,-2.657080459594726562e+01
4.008190536499023438e+01,-1.561597251892089844e+01
3.086320495605468750e+01,-3.960339355468750000e+01
5.741307067871093750e+01,-1.351483917236328125e+01
5.307977294921875000e+01,-1.458627223968505859e+01
2.904526138305664062e+01,-3.841646575927734375e+01
3.212820434570312500e+01,-4.214923095703125000e+01
3.453884124755859375e+01,-1.574064445495605469e+01
5.252118301391601562e+01,-1.555120182037353516e+01
3.547634506225585938e+01,-3.864611053466796875e+01
3.385209274291992188e+01,-1.418264770507812500e+01
5.711984252929687500e+01,-1.724007797241210938e+01
4.548971176147460938e+01,-3.365291976928710938e+01
6.079595947265625000e+01,-1.678437995910644531e+01
3.830252456665039062e+01,-3.986611175537109375e+01
3.646263122558593750e+01,-3.948688125610351562e+01
3.056294250488281250e+01,-3.912911987304687500e+01
5.087324142456054688e+01,-3.161477088928222656e+01
3.570493316650390625e+01,-4.109613037109375000e+01
4.885398864746093750e+01,-3.137343978881835938e+01
3.045559501647949219e+01,-3.908833312988281250e+01
3.032403564453125000e+01,-3.800483703613281250e+01
5.800631713867187500e+01,-1.601434707641601562e+01
5.548094177246093750e+01,-2.009061050415039062e+01
5.720269012451171875e+01,-2.853260421752929688e+01
5.311791610717773438e+01,-1.451705265045166016e+01
3.638924407958984375e+01,-3.595425033569335938e+01
4.203797531127929688e+01,-8.258715629577636719e+00
