1.453879356384277344e+01,-1.106920528411865234e+01
1.394204616546630859e+01,-1.182046699523925781e+01
1.566903400421142578e+01,-1.636259841918945312e+01
1.111058044433593750e+01,-1.657766151428222656e+01
1.210377025604248047e+01,-1.214429950714111328e+01
1.333970260620117188e+01,-1.266166687011718750e+01
1.438140106201171875e+01,-1.168567085266113281e+01
1.703522300720214844e+01,-7.488096237182617188e+00
1.301587200164794922e+01,-1.451623630523681641e+01
1.303791904449462891e+01,-1.023981857299804688e+01
1.486821174621582031e+01,-1.703595161437988281e+01
1.022913265228271484e+01,-6.568544387817382812e+00
1.089118003845214844e+01,-1.662799263000488281e+01
1.761335563659667969e+01,-4.530973911285400391e+00
1.210360336303710938e+01,-1.173325634002685547e+01
3.483045578002929688e+01,7.539669424295425415e-02
1.025724983215332031e+01,-8.290077209472656250e+00
1.007790756225585938e+01,-6.479384899139404297e+00
1.144592761993408203e+01,-9.177065849304199219e+00
1.627669525146484375e+01,-1.584799861907958984e+01
1.293590450286865234e+01,-1.112391090393066406e+01
1.720376396179199219e+01,-8.191957473754882812e+00
1.424697208404541016e+01,-1.638958549499511719e+01
1.862582397460937500e+01,-1.326102066040039062e+01
1.135614013671875000e+01,-9.066966056823730469e+00
1.487223911285400391e+01,-2.667344093322753906e+00
1.583566951751708984e+01,-8.248603820800781250e+00
1.437435436248779297e+01,-1.166224193572998047e+01
2.401810264587402344e+01,-1.223376750946044922e+01
1.348936367034912109e+01,-1.490399551391601562e+01
1.347239780426025391e+01,-1.084168243408203125e+01
1.626590538024902344e+01,-8.603508949279785156e+00
1.512640285491943359e+01,-1.653625297546386719e+01
1.275823497772216797e+01,-1.592045497894287109e+01
1.587830638885498047e+01,-1.625601959228515625e+01
1.618512535095214844e+01,-1.336054992675781250e+01
1.028693580627441406e+01,-8.059020042419433594e+00
1.810029792785644531e+01,-4.556669235229492188e+00
1.155576801300048828e+01,-9.015502929687500000e+00
1.148550891876220703e+01,-1.074279117584228516e+01
1.370079326629638672e+01,-1.193263053894042969e+01
9.842325210571289062e+00,-8.299304008483886719e+00
1.633613204956054688e+01,-1.235305500030517578e+01
1.610619735717773438e+01,-5.935881614685058594e+00
1.564173316955566406e+01,-9.081975936889648438e+00
1.263007068634033203e+01,-1.173207283020019531e+01
1.325055027008056641e+01,-1.466542434692382812e+01
1.266118907928466797e+01,-1.547440814971923828e+01
1.666108703613281250e+01,-7.818286895751953125e+00
1.246384906768798828e+01,-1.178644275665283203e+01
1.686197853088378906e+01,-7.211463928222656250e+00
1.253451156616210938e+01,-1.543368625640869141e+01
1.431389045715332031e+01,-1.510579967498779297e+01
1.636416244506835938e+01,-1.181455802917480469e+01
1.650197792053222656e+01,-5.214083671569824219e+00
4.036617279052734375e+01,1.218365287780761719e+01
1.488589954376220703e+01,-1.656828689575195312e+01
1.036415958404541016e+01,-1.181038379669189453e+01
2.050870704650878906e+01,-1.091308879852294922e+01
1.860940170288085938e+01,-1.624985313415527344e+01
1.856739616394042969e+01,-1.540507125854492188e+01
1.289179420471191406e+01,-1.615750122070312500e+01
1.926980209350585938e+01,-7.266097545623779297e+00
2.447942352294921875e+01,-1.052564048767089844e+01
6.365057468414306641e+00,-9.472666740417480469e+00
1.823279190063476562e+01,-1.397879505157470703e+01
2.232332229614257812e+01,-1.170418548583984375e+01
2.520784950256347656e+01,-5.539644718170166016e+00
1.637856483459472656e+01,-1.246934890747070312e+01
1.672477722167968750e+01,-1.409735107421875000e+01
1.298143005371093750e+01,-1.445576667785644531e+01
1.825908851623535156e+01,-1.822101974487304688e+01
1.509483814239501953e+01,-1.522706890106201172e+01
1.279226779937744141e+01,-1.194390392303466797e+01
2.014343643188476562e+01,-1.281204032897949219e+01
1.670315933227539062e+01,-9.624464035034179688e+00
1.208635711669921875e+01,-1.282099151611328125e+01
1.539928340911865234e+01,-1.540435409545898438e+01
1.511801815032958984e+01,-5.941554069519042969e+00
1.656324195861816406e+01,-5.995011806488037109e+00
1.546695709228515625e+01,-1.606670761108398438e+01
1.869426155090332031e+01,-1.623564529418945312e+01
1.583520984649658203e+01,-1.627154922485351562e+01
1.582787132263183594e+01,-1.456558132171630859e+01
1.519328975677490234e+01,-1.496383762359619141e+01
1.293675136566162109e+01,-3.719925880432128906e+00
1.359463405609130859e+01,-9.362802505493164062e+00
1.248434543609619141e+01,-1.117826175689697266e+01
1.503138923645019531e+01,-1.545292949676513672e+01
1.401384830474853516e+01,-9.060086250305175781e+00
1.506239604949951172e+01,-1.653863906860351562e+01
1.695262336730957031e+01,-1.005127143859863281e+01
1.734612464904785156e+01,-1.424879169464111328e+01
1.881425476074218750e+01,-1.616250038146972656e+01
1.662367439270019531e+01,-1.892713928222656250e+01
1.643545722961425781e+01,-1.346715068817138672e+01
1.320454692840576172e+01,-9.290946960449218750e+00
1.430455207824707031e+01,-1.552323150634765625e+01
1.628736877441406250e+01,-3.189423084259033203e+00
1.517279911041259766e+01,-1.801292228698730469e+01
1.147658729553222656e+01,-1.221597194671630859e+01
1.595980739593505859e+01,-1.279081630706787109e+01
1.000733184814453125e+01,-8.153186798095703125e+00
9.606759071350097656e+00,-1.112422084808349609e+01
1.740369796752929688e+01,-1.448896503448486328e+01
6.708064079284667969e+00,-9.208351135253906250e+00
1.509886455535888672e+01,-1.530349731445312500e+01
1.587528419494628906e+01,-1.127000427246093750e+01
1.778981590270996094e+01,-9.706913948059082031e+00
1.593584346771240234e+01,-6.591444015502929688e+00
3.830327987670898438e+01,1.347878098487854004e+00
1.646498870849609375e+01,-4.908049106597900391e+00
2.128551864624023438e+01,-1.116179943084716797e+01
